Geneid	SRR15622370	SRR15622371	SRR15622372	SRR15622373	SRR15622374	SRR15622375	SRR15622376	SRR15622377	SRR15622378	SRR15622379	SRR15622380	SRR15622381	SRR15622382	SRR15622383	SRR15622384	SRR16842417	SRR16842418	SRR16842419	SRR16842420	SRR16842425	SRR16842426	SRR16894644	SRR16894645	SRR16894646	SRR16894647	SRR16894648	SRR16894649	SRR16894650	SRR16894651	SRR16894652	SRR16894653	SRR16894654	SRR16894655	SRR16894656	SRR16894657	SRR16894658	SRR16894659	SRR16894660	SRR16894661	SRR16894662	SRR16894663	SRR11480883	SRR11480884	SRR11480885	SRR11480886	SRR11480887	SRR11480888	SRR11480889	SRR11480890	SRR11480891	SRR11480892	SRR11480893	SRR11480894	SRR11480895	SRR11480896	SRR11480897	SRR11480898	SRR11480899	SRR11480900	SRR11480901	SRR11480902	SRR11480903	SRR11480904	SRR11480905	SRR11480906	SRR11940011	SRR11940012	SRR11940013	SRR11940014	SRR11940015	SRR11940016	SRR11940017	SRR11940018	SRR11940019	SRR11940020	SRR11940021	SRR11940022	SRR11940023	SRR11940024	SRR11940025	SRR12488723	SRR12488724	SRR12488725	SRR12488726	SRR12488727	SRR12488728	SRR12488729	SRR12488730	SRR12488731	SRR12488732	SRR12488733	SRR12488734	SRR12488735	SRR12488736	SRR12488737	SRR13959796	SRR13959797	SRR13959798	SRR13959799	SRR13959800
BnaA01G0005900ZS	0	0	1	0	1	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	8	0	3	8	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BnaA01G0006000ZS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BnaA01G0006100ZS	2	1	2	1	3	3	1	1	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	1	1	1	0	0	4	0	2	0	0	0	0	6	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	7	6
BnaA01G0006200ZS	82	146	141	147	138	132	135	98	55	73	54	105	70	119	155	73	132	60	112	127	38	243	166	185	265	166	162	143	0	131	124	171	189	259	140	165	117	194	93	168	159	95	138	31	147	148	149	159	112	116	112	124	108	192	152	177	124	120	136	152	114	60	107	92	115	122	135	81	57	106	145	128	98	47	55	54	71	109	94	116	281	193	230	173	230	229	248	249	320	344	285	292	263	284	254	18	19	14	20	18
BnaA01G0006300ZS	1	0	0	0	1	0	0	4	0	0	1	0	1	1	1	0	0	0	0	0	0	2	1	0	5	8	0	0	0	3	0	6	2	3	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	4	19
BnaA01G0006400ZS	0	0	0	1	0	0	0	1	0	1	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BnaA01G0006500ZS	178	232	175	296	322	285	217	504	425	462	359	161	171	237	275	68	39	37	39	81	58	145	301	238	195	146	178	168	0	26	185	124	423	280	164	153	162	86	174	213	167	181	82	88	95	129	117	152	97	146	148	156	39	151	166	91	191	234	36	8	14	72	77	53	73	13	7	1	9	13	29	19	10	7	5	1	0	12	13	7	82	193	143	131	79	81	64	132	70	57	54	79	75	153	105	151	167	155	195	398
BnaA01G0006600ZS	1708	564	489	523	643	710	710	1372	922	929	849	1618	1619	1061	1329	318	498	402	257	402	192	1662	1501	1269	814	857	909	988	96	777	961	1175	887	813	745	824	846	695	998	871	917	572	421	375	448	567	505	510	275	265	290	248	483	306	233	302	307	346	391	332	289	438	477	431	574	407	362	268	280	382	423	381	359	187	354	229	231	354	307	374	457	550	694	670	580	596	559	594	744	802	702	534	507	611	601	1107	1130	1097	973	1967
BnaA01G0006700ZS	64	0	2	1	1	2	2	13	0	1	1	54	51	12	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	2	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	245	49	65	331
BnaA01G0006800ZS	313	215	241	301	244	225	250	262	228	225	238	245	298	327	292	194	218	183	125	233	105	767	350	459	440	356	435	279	3	405	331	252	341	392	419	297	405	312	280	259	402	166	204	176	184	301	250	237	176	154	182	222	376	383	254	252	230	258	329	417	334	141	162	261	409	711	711	436	377	724	661	752	659	249	300	308	311	555	602	558	409	366	423	510	335	448	450	517	351	338	340	340	379	422	391	306	339	231	280	206
BnaA01G0006900ZS	8	7	9	5	8	8	3	16	3	6	0	4	11	5	9	4	0	1	0	3	0	9	8	8	8	5	0	2	0	3	7	2	7	4	20	26	3	3	0	4	6	3	2	4	5	2	4	5	4	5	3	4	11	8	8	7	3	8	4	25	3	0	4	10	9	25	7	5	9	22	20	11	13	6	5	6	5	6	5	16	5	3	3	6	3	4	11	3	8	0	9	3	5	7	1	11	6	8	9	5
BnaA01G0007000ZS	8	5	3	2	9	3	7	4	1	4	9	6	11	2	5	0	0	0	0	0	0	0	0	1	0	2	10	0	0	0	0	6	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	3	2	6	7	0	11	2	2	0	2	3	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	3	2	4
BnaA01G0007100ZS	438	313	435	278	528	609	685	390	226	243	173	450	330	490	929	384	402	769	697	725	233	648	304	293	278	241	118	245	0	181	266	508	182	221	283	445	269	221	224	307	323	701	934	628	877	1180	1122	808	631	562	579	618	2145	731	701	691	846	800	799	1147	915	676	1010	1130	1650	56	89	47	20	54	61	63	46	3	3	4	52	56	53	43	924	815	922	709	934	840	660	849	635	547	610	945	976	650	657	22	26	21	25	10
BnaA01G0007200ZS	34	9	9	10	24	18	23	47	20	17	36	28	33	17	43	3	0	1	7	1	0	138	93	115	50	51	54	48	0	39	68	64	62	59	35	34	70	43	68	49	70	1	0	1	0	0	0	0	2	0	2	1	0	0	0	4	3	1	0	0	1	0	0	0	1	35	45	5	4	24	37	37	43	2	0	1	10	28	20	29	3	7	10	6	3	3	5	2	5	9	12	4	5	2	0	200	231	201	156	141
BnaA01G0007300ZS	0	0	1	3	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	308	13	25	282	4	0	7	954	1315	948	13	493	214	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BnaA01G0007400ZS	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3	2	3	0	0	3	6	3	1	6	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BnaA01G0007500ZS	79	20	26	28	35	55	60	39	40	47	48	64	101	62	51	68	61	65	68	101	55	52	12	15	14	18	19	43	1	0	6	0	0	39	2	20	3	4	15	12	21	126	83	120	79	132	93	97	156	45	50	94	52	132	91	110	169	163	181	197	138	61	59	70	98	49	50	36	47	54	51	83	52	35	78	20	25	78	53	70	16	15	3	16	15	23	23	17	6	1	7	15	15	23	11	100	86	33	26	80
BnaA01G0007600ZS	132	2	3	5	13	17	11	145	34	40	18	153	145	109	108	107	82	79	114	115	64	19	10	4	10	9	19	2	0	0	8	7	5	20	14	2	15	4	17	6	20	6	8	2	11	24	36	28	13	33	22	62	36	76	74	46	43	44	61	128	55	2	12	17	20	1	3	1	0	0	0	0	0	0	0	0	1	3	4	1	34	26	22	16	51	70	34	35	30	17	30	19	34	21	19	192	203	149	189	312
BnaA01G0007700ZS	28	15	35	23	24	26	44	40	26	9	7	13	25	54	38	14	0	4	13	30	15	24	13	18	18	12	56	4	0	18	6	4	7	13	4	7	12	12	11	17	9	2	2	5	6	11	7	11	8	18	6	19	0	37	32	20	12	23	27	3	21	4	8	10	1	92	132	64	81	129	116	150	119	36	36	40	63	144	106	131	32	40	46	37	14	18	43	43	41	32	46	24	36	14	23	25	25	11	6	26
BnaA01G0007800ZS	185	11	30	10	45	43	46	119	23	31	45	179	198	112	77	2	3	0	0	3	4	2	4	2	4	0	0	4	0	0	0	2	0	1	0	0	4	3	0	1	2	13	23	21	11	34	27	23	49	33	46	48	3	59	54	49	56	45	33	37	34	15	24	2	5	0	0	1	0	0	1	1	6	0	0	2	1	5	4	0	19	1	3	6	3	16	13	23	2	1	2	6	11	7	14	16	13	34	14	11
BnaA01G0007900ZS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BnaA01G0008000ZS	14	46	46	47	53	57	48	40	25	24	22	29	31	36	36	0	0	6	13	0	0	77	29	37	32	49	7	36	0	0	34	22	37	21	36	0	24	42	22	27	36	0	0	0	0	0	0	0	32	14	27	29	0	29	30	25	13	23	65	41	40	0	0	0	0	32	62	23	16	33	36	43	51	20	22	27	28	33	40	42	40	47	50	44	42	35	66	61	27	29	45	37	29	42	44	27	46	21	31	30
BnaA01G0008100ZS	139	308	196	327	240	226	217	270	293	296	269	112	134	238	178	214	181	183	138	223	99	951	961	378	296	595	467	293	7	132	259	581	165	501	164	430	344	263	623	369	675	23	15	8	23	26	17	21	411	317	426	267	2	298	322	325	447	404	421	465	143	34	22	0	0	88	42	8	1	42	39	52	49	3	3	6	2	14	14	26	333	391	351	329	315	204	335	264	237	289	249	385	364	278	355	366	353	319	305	332
BnaA01G0008200ZS	333	309	263	309	218	201	287	185	278	310	321	276	350	183	181	75	82	102	65	133	35	834	436	484	522	355	642	385	25	501	462	407	510	744	282	572	284	401	342	369	477	155	134	113	160	223	202	208	120	67	107	80	123	83	102	121	154	142	127	111	101	124	141	104	138	1170	1010	600	401	1136	1116	1201	1318	369	326	375	485	1156	869	1092	184	229	245	214	156	159	226	203	162	145	196	176	170	178	208	371	346	350	366	393
BnaA01G0008300ZS	35	0	0	0	3	3	8	21	1	0	8	44	43	12	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	37	51	85	85
BnaA01G0008400ZS	147	542	586	412	276	245	313	307	140	171	133	127	165	230	203	59	60	111	119	97	60	491	445	597	339	342	442	428	0	330	311	165	487	360	522	391	205	328	295	379	333	129	125	67	135	171	170	162	137	118	151	143	172	175	164	144	218	159	248	300	164	91	144	148	227	762	658	330	271	793	717	572	829	416	432	513	273	699	809	750	105	120	112	121	83	94	90	137	180	154	156	71	88	146	96	172	173	189	202	153
BnaA01G0008500ZS	169	79	56	74	86	85	79	81	184	177	157	150	188	111	90	67	88	61	71	110	30	206	91	97	96	100	165	100	23	105	83	165	79	220	120	69	73	60	96	82	74	110	58	38	86	121	115	128	50	60	58	49	42	65	47	55	51	65	50	78	46	72	95	55	72	175	123	80	78	151	144	170	148	103	131	104	78	174	157	143	146	130	162	142	145	136	150	133	179	160	138	136	107	114	136	136	132	115	131	140
BnaA01G0008600ZS	44	121	130	93	93	117	92	131	154	178	210	50	40	176	54	96	80	9	5	88	10	3	0	28	2	0	0	1	2	8	6	0	0	0	0	0	2	1	0	7	0	6	12	0	24	38	37	20	0	0	0	0	20	0	0	0	1	2	1	0	0	9	29	0	0	34	16	0	5	55	41	22	45	12	3	3	3	13	56	35	14	25	36	55	9	3	16	15	63	49	61	9	13	40	17	58	62	31	53	137
BnaA01G0008700ZS	199	344	429	333	222	371	211	428	531	744	612	194	227	547	292	418	66	32	24	145	31	8	0	32	0	0	0	9	2	3	3	2	0	0	0	0	0	0	1	0	2	2	1	0	5	13	18	5	0	6	4	1	3	2	0	0	4	55	16	0	6	1	7	3	0	1202	633	76	195	936	1102	915	1587	23	2	12	62	278	639	615	164	527	596	455	103	47	215	258	851	966	952	150	99	338	295	373	450	274	324	892
BnaA01G0008800ZS	14	15	26	14	5	25	18	17	14	12	26	9	15	16	19	18	8	15	15	9	5	29	30	36	14	22	70	32	21	18	16	9	26	29	24	9	15	9	17	17	31	17	15	2	11	35	18	18	7	13	13	22	14	20	12	18	13	16	20	46	10	17	11	5	36	87	37	35	26	70	47	27	71	42	40	54	22	38	82	51	14	13	16	24	14	14	21	15	11	13	15	10	12	13	10	4	7	12	6	17
BnaA01G0008900ZS	453	595	478	578	432	611	479	412	475	475	393	543	460	594	634	687	536	682	774	740	386	1378	488	687	811	462	435	666	676	495	585	822	578	692	653	534	556	866	487	625	624	2560	1762	1381	2040	2160	2142	1806	1844	2024	2010	2116	1484	2303	2671	2162	1912	2306	2005	1530	1394	1811	2427	792	1303	575	547	316	320	588	535	562	540	355	476	455	313	576	456	528	786	524	643	516	656	717	723	798	1133	1000	902	664	841	720	646	174	152	139	125	124
BnaA01G0009000ZS	568	967	989	825	989	862	896	1422	972	1000	723	723	847	1390	1183	427	320	485	584	600	195	766	651	772	564	430	913	588	384	545	570	427	1086	664	732	922	847	571	753	874	791	941	1354	683	1716	1544	1637	1589	606	1229	1304	1493	259	1454	1509	1268	1080	1543	420	477	352	1006	1467	252	528	1809	1264	365	293	1783	1599	1075	1812	581	364	772	358	769	1252	779	918	1006	1213	827	1094	1299	713	1348	1659	1388	1187	802	951	1133	1028	1300	1216	1886	1574	2186
BnaA01G0009100ZS	167	105	113	107	65	93	108	83	175	197	184	130	188	97	92	79	88	57	60	123	31	630	349	337	322	272	396	340	344	192	384	245	380	379	317	252	297	283	421	147	399	163	142	98	99	117	145	158	79	64	58	31	76	30	41	60	62	78	29	0	23	110	172	95	81	277	149	85	73	267	239	238	401	62	91	88	89	136	188	152	180	182	185	144	185	154	152	189	160	163	159	178	193	197	173	165	173	161	165	175
BnaA01G0009200ZS	63	55	45	99	60	63	77	58	72	45	84	45	74	53	50	29	57	62	66	54	21	139	166	276	160	104	360	161	131	244	119	71	219	150	160	148	112	147	129	129	166	168	107	117	99	176	124	102	45	61	80	107	147	98	96	102	120	139	133	121	144	75	88	167	130	337	247	161	129	227	228	192	202	173	105	176	119	212	275	215	44	30	59	48	20	35	42	51	38	38	52	31	25	72	42	282	293	201	202	172
BnaA01G0009300ZS	151	60	66	44	49	46	44	103	77	39	37	151	153	67	120	2	9	2	0	3	4	88	20	10	11	37	9	27	22	25	10	49	14	6	3	19	31	30	16	9	16	361	89	82	169	242	202	227	117	432	431	126	29	137	158	210	252	321	40	0	37	227	165	8	5	8	9	4	1	3	5	14	2	4	12	2	3	2	0	11	12	20	15	9	7	6	13	8	80	103	81	12	18	11	9	343	351	118	85	227
BnaA01G0009400ZS	13	6	6	2	13	12	9	12	45	12	20	11	30	35	6	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	1	3	0	4	9	1	0	3	0	2	3	6	0	0	0	4	1	0	12	11	2	6	0	3	5	13	2	5	1	3	4	23	6	30	3	3	1	1	0	0	0	0	0	0	0	1	1	0	0	41	43	22	22	33
BnaA01G0009500ZS	403	882	1052	746	781	651	643	751	426	410	479	342	420	540	586	60	58	82	97	60	52	1479	529	721	617	938	379	551	504	869	731	545	670	621	1031	725	400	558	374	709	458	198	158	137	109	138	200	212	217	272	337	243	299	293	186	216	359	434	381	770	358	130	134	181	340	319	263	594	404	332	350	327	492	471	554	574	522	364	327	436	213	299	326	398	302	159	354	278	387	275	295	159	193	274	222	170	166	410	360	210
BnaA01G0009600ZS	87	62	84	40	59	60	68	32	122	135	117	91	80	26	60	76	57	110	48	67	29	127	64	79	80	44	26	61	53	136	69	63	55	86	111	84	60	46	64	34	65	77	84	64	103	145	161	120	79	67	62	79	180	48	68	88	120	116	122	213	114	81	95	95	162	58	91	43	37	49	95	71	87	32	43	45	42	88	68	81	65	69	91	84	112	122	89	111	68	52	79	74	104	100	66	12	12	28	22	18
BnaA01G0009700ZS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BnaA01G0009800ZS	0	2	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	0	4	0	5	6	2	5	5	0	7	1	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0
BnaA01G0009900ZS	1407	1176	1118	1218	1591	1434	1406	1624	1154	1274	1389	1252	1372	1471	1558	437	693	502	617	363	148	658	757	1030	533	490	477	465	421	840	421	704	465	837	633	271	347	497	207	348	537	323	478	387	462	1155	805	785	265	261	254	373	1746	271	493	948	1085	2112	1236	1290	1135	311	300	1339	1788	3054	3255	1530	1065	3065	3291	3103	3623	715	810	900	1333	2497	2347	2546	833	930	1134	1022	448	450	784	755	1242	886	993	712	676	723	706	1868	1756	1575	1600	1422
BnaA01G0010000ZS	41	45	54	58	46	47	46	100	95	89	73	52	62	73	68	2	29	14	8	3	3	25	6	6	12	1	9	2	7	2	5	24	2	11	13	13	6	10	0	10	7	40	28	19	16	41	29	55	5	16	13	7	9	9	2	5	20	15	0	0	3	20	18	14	2	2	3	2	6	2	2	4	11	1	1	2	0	0	7	1	15	32	34	29	15	6	22	22	17	21	21	13	13	16	19	35	51	32	37	70
